end_address,end_lat,end_lon,zip,step
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.3159236,-122.3000278,98107.0,18
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.41580829999999,-122.2976023,98107.0,19
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.4259492,-122.2970961,98107.0,17
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.4264267,-122.2975981,98107.0,13
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.4327209,-122.2976565,98107.0,13
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.4354746,-122.2971112,98107.0,15
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.435593,-122.2930078,98107.0,13
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.4403712,-122.2952919,98107.0,15
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.4443233,-122.2953966,98107.0,18
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.4444704,-122.2913078,98107.0,19
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.4513278,-122.2950592,98107.0,16
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.4525436,-122.2952177,98107.0,16
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.45460449999999,-122.2608914,98107.0,15
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.4599124,-122.2442464,98107.0,18
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.4633319,-122.2195008,98107.0,24
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.6023223,-122.3378325,98107.0,12
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.603618,-122.3321673,98107.0,14
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.6049169,-122.3364675,98107.0,12
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.6068445,-122.3311121,98107.0,17
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.60691980000001,-122.3321354,98107.0,10
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.6071107,-122.3338507,98107.0,12
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.607654,-122.3338695,98107.0,11
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.6076645,-122.339495,98107.0,11
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.6083417,-122.3322536,98107.0,13
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.6100971,-122.3350631,98107.0,10
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.6106084,-122.3339786,98107.0,17
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.61095160000001,-122.3473434,98107.0,11
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.6119853,-122.333716,98107.0,17
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.6135347,-122.3388299,98107.0,10
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.6136335,-122.3410064,98107.0,12
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.6180792,-122.3375439,98107.0,16
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.62017119999999,-122.3492968,98107.0,12
"1416 NW Ballard Way, Seattle, WA 98107, USA",47.6252694,-122.3445728,98107.0,10
"1425 E 27th St, Tacoma, WA 98421, USA",46.8709564,-122.9705306,98421.0,8
"1425 E 27th St, Tacoma, WA 98421, USA",47.2386528,-122.4274866,98421.0,7
"1425 E 27th St, Tacoma, WA 98421, USA",47.2711722,-122.3146352,98421.0,7
"1425 E 27th St, Tacoma, WA 98421, USA",47.3159236,-122.3000278,98421.0,10
"1425 E 27th St, Tacoma, WA 98421, USA",47.4327209,-122.2976565,98421.0,11
"1425 E 27th St, Tacoma, WA 98421, USA",47.4591696,-122.2438739,98421.0,9
"1425 E 27th St, Tacoma, WA 98421, USA",47.4614066,-122.2944368,98421.0,13
"1425 E 27th St, Tacoma, WA 98421, USA",47.6115574,-122.3394852,98421.0,11
"1425 E 27th St, Tacoma, WA 98421, USA",47.6133905,-122.3385834,98421.0,11
"1425 E 27th St, Tacoma, WA 98421, USA",47.7291438,-122.3444478,98421.0,13
"1426 1st Ave, Seattle, WA 98101, USA",47.435593,-122.2930078,98101.0,11
"1426 1st Ave, Seattle, WA 98101, USA",47.4443233,-122.2953966,98101.0,11
"1426 1st Ave, Seattle, WA 98101, USA",47.4444704,-122.2913078,98101.0,13
"1426 1st Ave, Seattle, WA 98101, USA",47.6023223,-122.3378325,98101.0,6
"1426 1st Ave, Seattle, WA 98101, USA",47.603618,-122.3321673,98101.0,4
"1426 1st Ave, Seattle, WA 98101, USA",47.6049169,-122.3364675,98101.0,2
"1426 1st Ave, Seattle, WA 98101, USA",47.60690719999999,-122.3305959,98101.0,4
"1426 1st Ave, Seattle, WA 98101, USA",47.60691980000001,-122.3321354,98101.0,4
"1426 1st Ave, Seattle, WA 98101, USA",47.6071107,-122.3338507,98101.0,4
"1426 1st Ave, Seattle, WA 98101, USA",47.607654,-122.3338695,98101.0,5
"1426 1st Ave, Seattle, WA 98101, USA",47.6076645,-122.339495,98101.0,3
"1426 1st Ave, Seattle, WA 98101, USA",47.6083417,-122.3322536,98101.0,5
"1426 1st Ave, Seattle, WA 98101, USA",47.6100971,-122.3350631,98101.0,4
"1426 1st Ave, Seattle, WA 98101, USA",47.6106084,-122.3339786,98101.0,4
"1426 1st Ave, Seattle, WA 98101, USA",47.61095160000001,-122.3473434,98101.0,5
"1426 1st Ave, Seattle, WA 98101, USA",47.6119853,-122.333716,98101.0,4
"1426 1st Ave, Seattle, WA 98101, USA",47.6135347,-122.3388299,98101.0,4
"1426 1st Ave, Seattle, WA 98101, USA",47.6136335,-122.3410064,98101.0,4
"1426 1st Ave, Seattle, WA 98101, USA",47.6180792,-122.3375439,98101.0,8
"1426 1st Ave, Seattle, WA 98101, USA",47.6185886,-122.3509134,98101.0,4
"1426 1st Ave, Seattle, WA 98101, USA",47.62017119999999,-122.3492968,98101.0,4
"1426 1st Ave, Seattle, WA 98101, USA",47.6251322,-122.3449769,98101.0,6
"14800 Starfire Way, Tukwila, WA 98188, USA",47.239863,-122.4119304,98188.0,13
"14800 Starfire Way, Tukwila, WA 98188, USA",47.3159236,-122.3000278,98188.0,12
"14800 Starfire Way, Tukwila, WA 98188, USA",47.41580829999999,-122.2976023,98188.0,13
"14800 Starfire Way, Tukwila, WA 98188, USA",47.4259492,-122.2970961,98188.0,13
"14800 Starfire Way, Tukwila, WA 98188, USA",47.4264267,-122.2975981,98188.0,14
"14800 Starfire Way, Tukwila, WA 98188, USA",47.4327209,-122.2976565,98188.0,12
"14800 Starfire Way, Tukwila, WA 98188, USA",47.4354746,-122.2971112,98188.0,13
"14800 Starfire Way, Tukwila, WA 98188, USA",47.435593,-122.2930078,98188.0,12
"14800 Starfire Way, Tukwila, WA 98188, USA",47.4403712,-122.2952919,98188.0,14
"14800 Starfire Way, Tukwila, WA 98188, USA",47.4443233,-122.2953966,98188.0,11
"14800 Starfire Way, Tukwila, WA 98188, USA",47.4444704,-122.2913078,98188.0,12
"14800 Starfire Way, Tukwila, WA 98188, USA",47.44826279999999,-122.2984349,98188.0,9
"14800 Starfire Way, Tukwila, WA 98188, USA",47.4513278,-122.2950592,98188.0,12
"14800 Starfire Way, Tukwila, WA 98188, USA",47.4525436,-122.2952177,98188.0,12
"14800 Starfire Way, Tukwila, WA 98188, USA",47.45460449999999,-122.2608914,98188.0,10
"14800 Starfire Way, Tukwila, WA 98188, USA",47.4599124,-122.2442464,98188.0,6
"14800 Starfire Way, Tukwila, WA 98188, USA",47.4633319,-122.2195008,98188.0,13
"1501 7th Ave, Seattle, WA 98101, USA",47.435593,-122.2930078,98101.0,13
"1501 7th Ave, Seattle, WA 98101, USA",47.4443233,-122.2953966,98101.0,13
"1501 7th Ave, Seattle, WA 98101, USA",47.4444704,-122.2913078,98101.0,15
"1501 7th Ave, Seattle, WA 98101, USA",47.6023223,-122.3378325,98101.0,8
"1501 7th Ave, Seattle, WA 98101, USA",47.603618,-122.3321673,98101.0,6
"1501 7th Ave, Seattle, WA 98101, USA",47.6049169,-122.3364675,98101.0,4
"1501 7th Ave, Seattle, WA 98101, USA",47.6068445,-122.3311121,98101.0,5
"1501 7th Ave, Seattle, WA 98101, USA",47.60691980000001,-122.3321354,98101.0,4
"1501 7th Ave, Seattle, WA 98101, USA",47.6071107,-122.3338507,98101.0,6
"1501 7th Ave, Seattle, WA 98101, USA",47.607654,-122.3338695,98101.0,5
"1501 7th Ave, Seattle, WA 98101, USA",47.6076645,-122.339495,98101.0,3
"1501 7th Ave, Seattle, WA 98101, USA",47.6083417,-122.3322536,98101.0,5
"1501 7th Ave, Seattle, WA 98101, USA",47.6100971,-122.3350631,98101.0,4
"1501 7th Ave, Seattle, WA 98101, USA",47.6106084,-122.3339786,98101.0,4
"1501 7th Ave, Seattle, WA 98101, USA",47.61095160000001,-122.3473434,98101.0,7
"1501 7th Ave, Seattle, WA 98101, USA",47.6119853,-122.333716,98101.0,2
"1501 7th Ave, Seattle, WA 98101, USA",47.6136335,-122.3410064,98101.0,4
"1501 7th Ave, Seattle, WA 98101, USA",47.614221,-122.3380349,98101.0,4
"1501 7th Ave, Seattle, WA 98101, USA",47.6180792,-122.3375439,98101.0,9
"1501 7th Ave, Seattle, WA 98101, USA",47.6185886,-122.3509134,98101.0,5
"1501 7th Ave, Seattle, WA 98101, USA",47.62017119999999,-122.3492968,98101.0,6
"1501 7th Ave, Seattle, WA 98101, USA",47.6251322,-122.3449769,98101.0,9
"1501 7th Ave, Seattle, WA 98101, USA",48.0904714,-122.1865016,98101.0,11
"1506 6th Ave, Seattle, WA 98101, USA",47.435593,-122.2930078,98101.0,13
"1506 6th Ave, Seattle, WA 98101, USA",47.4443233,-122.2953966,98101.0,13
"1506 6th Ave, Seattle, WA 98101, USA",47.4444704,-122.2913078,98101.0,15
"1506 6th Ave, Seattle, WA 98101, USA",47.6023223,-122.3378325,98101.0,8
"1506 6th Ave, Seattle, WA 98101, USA",47.603618,-122.3321673,98101.0,6
"1506 6th Ave, Seattle, WA 98101, USA",47.6049169,-122.3364675,98101.0,6
"1506 6th Ave, Seattle, WA 98101, USA",47.60690719999999,-122.3305959,98101.0,6
"1506 6th Ave, Seattle, WA 98101, USA",47.60691980000001,-122.3321354,98101.0,4
"1506 6th Ave, Seattle, WA 98101, USA",47.6071107,-122.3338507,98101.0,6
"1506 6th Ave, Seattle, WA 98101, USA",47.607654,-122.3338695,98101.0,5
"1506 6th Ave, Seattle, WA 98101, USA",47.6076645,-122.339495,98101.0,5
"1506 6th Ave, Seattle, WA 98101, USA",47.6083417,-122.3322536,98101.0,7
"1506 6th Ave, Seattle, WA 98101, USA",47.6100971,-122.3350631,98101.0,4
"1506 6th Ave, Seattle, WA 98101, USA",47.6106084,-122.3339786,98101.0,6
"1506 6th Ave, Seattle, WA 98101, USA",47.61095160000001,-122.3473434,98101.0,7
"1506 6th Ave, Seattle, WA 98101, USA",47.6119853,-122.333716,98101.0,4
"1506 6th Ave, Seattle, WA 98101, USA",47.6136335,-122.3410064,98101.0,4
"1506 6th Ave, Seattle, WA 98101, USA",47.614221,-122.3380349,98101.0,2
"1506 6th Ave, Seattle, WA 98101, USA",47.6180792,-122.3375439,98101.0,8
"1506 6th Ave, Seattle, WA 98101, USA",47.6185886,-122.3509134,98101.0,5
"1506 6th Ave, Seattle, WA 98101, USA",47.62017119999999,-122.3492968,98101.0,6
"1506 6th Ave, Seattle, WA 98101, USA",47.6251322,-122.3449769,98101.0,7
"1511 7th Ave, Seattle, WA 98101, USA",47.435593,-122.2930078,98101.0,14
"1511 7th Ave, Seattle, WA 98101, USA",47.4443233,-122.2953966,98101.0,14
"1511 7th Ave, Seattle, WA 98101, USA",47.4444704,-122.2913078,98101.0,16
"1511 7th Ave, Seattle, WA 98101, USA",47.6023223,-122.3378325,98101.0,9
"1511 7th Ave, Seattle, WA 98101, USA",47.603618,-122.3321673,98101.0,7
"1511 7th Ave, Seattle, WA 98101, USA",47.6049169,-122.3364675,98101.0,5
"1511 7th Ave, Seattle, WA 98101, USA",47.6068445,-122.3311121,98101.0,4
"1511 7th Ave, Seattle, WA 98101, USA",47.60691980000001,-122.3321354,98101.0,5
"1511 7th Ave, Seattle, WA 98101, USA",47.6071107,-122.3338507,98101.0,5
"1511 7th Ave, Seattle, WA 98101, USA",47.607654,-122.3338695,98101.0,4
"1511 7th Ave, Seattle, WA 98101, USA",47.6076645,-122.339495,98101.0,4
"1511 7th Ave, Seattle, WA 98101, USA",47.6083417,-122.3322536,98101.0,4
"1511 7th Ave, Seattle, WA 98101, USA",47.6100971,-122.3350631,98101.0,5
"1511 7th Ave, Seattle, WA 98101, USA",47.6106084,-122.3339786,98101.0,5
"1511 7th Ave, Seattle, WA 98101, USA",47.61095160000001,-122.3473434,98101.0,8
"1511 7th Ave, Seattle, WA 98101, USA",47.6119853,-122.333716,98101.0,3
"1511 7th Ave, Seattle, WA 98101, USA",47.6136335,-122.3410064,98101.0,5
"1511 7th Ave, Seattle, WA 98101, USA",47.614221,-122.3380349,98101.0,5
"1511 7th Ave, Seattle, WA 98101, USA",47.6180792,-122.3375439,98101.0,8
"1511 7th Ave, Seattle, WA 98101, USA",47.6185886,-122.3509134,98101.0,6
"1511 7th Ave, Seattle, WA 98101, USA",47.62017119999999,-122.3492968,98101.0,7
"1511 7th Ave, Seattle, WA 98101, USA",47.6251322,-122.3449769,98101.0,8
"1525 10th Ave, Seattle, WA 98122, USA",47.435593,-122.2930078,98122.0,12
"1525 10th Ave, Seattle, WA 98122, USA",47.4443233,-122.2953966,98122.0,12
"1525 10th Ave, Seattle, WA 98122, USA",47.4444704,-122.2913078,98122.0,14
"1525 10th Ave, Seattle, WA 98122, USA",47.6023223,-122.3378325,98122.0,6
"1525 10th Ave, Seattle, WA 98122, USA",47.603618,-122.3321673,98122.0,6
"1525 10th Ave, Seattle, WA 98122, USA",47.6049169,-122.3364675,98122.0,4
"1525 10th Ave, Seattle, WA 98122, USA",47.6064648,-122.3332503,98122.0,4
"1525 10th Ave, Seattle, WA 98122, USA",47.6068445,-122.3311121,98122.0,3
"1525 10th Ave, Seattle, WA 98122, USA",47.6071107,-122.3338507,98122.0,4
"1525 10th Ave, Seattle, WA 98122, USA",47.6074851,-122.3372604,98122.0,4
"1525 10th Ave, Seattle, WA 98122, USA",47.607654,-122.3338695,98122.0,4
"1525 10th Ave, Seattle, WA 98122, USA",47.6076645,-122.339495,98122.0,5
"1525 10th Ave, Seattle, WA 98122, USA",47.6083417,-122.3322536,98122.0,4
"1525 10th Ave, Seattle, WA 98122, USA",47.6100971,-122.3350631,98122.0,4
"1525 10th Ave, Seattle, WA 98122, USA",47.6106084,-122.3339786,98122.0,5
"1525 10th Ave, Seattle, WA 98122, USA",47.61095160000001,-122.3473434,98122.0,5
"1525 10th Ave, Seattle, WA 98122, USA",47.6119853,-122.333716,98122.0,4
"1525 10th Ave, Seattle, WA 98122, USA",47.6136335,-122.3410064,98122.0,4
"1525 10th Ave, Seattle, WA 98122, USA",47.614221,-122.3380349,98122.0,4
"1525 10th Ave, Seattle, WA 98122, USA",47.6180792,-122.3375439,98122.0,9
"1525 10th Ave, Seattle, WA 98122, USA",47.6185886,-122.3509134,98122.0,6
"1525 10th Ave, Seattle, WA 98122, USA",47.62017119999999,-122.3492968,98122.0,8
"1525 10th Ave, Seattle, WA 98122, USA",47.6251322,-122.3449769,98122.0,9
"1525 1st Ave #16, Seattle, WA 98101, USA",46.8709564,-122.9705306,98101.0,9
"1525 1st Ave #16, Seattle, WA 98101, USA",47.0269775,-122.9125727,98101.0,18
"1525 1st Ave #16, Seattle, WA 98101, USA",47.1948114,-122.4539577,98101.0,13
"1525 1st Ave #16, Seattle, WA 98101, USA",47.2386528,-122.4274866,98101.0,11
"1525 1st Ave #16, Seattle, WA 98101, USA",47.239863,-122.4119304,98101.0,12
"1525 1st Ave #16, Seattle, WA 98101, USA",47.2431579,-122.3842533,98101.0,10
"1525 1st Ave #16, Seattle, WA 98101, USA",47.2506979,-122.43952,98101.0,13
"1525 1st Ave #16, Seattle, WA 98101, USA",47.2607033,-122.4477633,98101.0,15
"1525 1st Ave #16, Seattle, WA 98101, USA",47.2624011,-122.5429151,98101.0,10
"1525 1st Ave #16, Seattle, WA 98101, USA",47.2711722,-122.3146352,98101.0,12
"1525 1st Ave #16, Seattle, WA 98101, USA",47.2841903,-122.4847079,98101.0,13
"1525 1st Ave #16, Seattle, WA 98101, USA",47.2876685,-122.5629596,98101.0,28
"1525 1st Ave #16, Seattle, WA 98101, USA",47.2907328,-122.3328611,98101.0,11
"1525 1st Ave #16, Seattle, WA 98101, USA",47.3017187,-122.5155804,98101.0,16
"1525 1st Ave #16, Seattle, WA 98101, USA",47.3159236,-122.3000278,98101.0,11
"1525 1st Ave #16, Seattle, WA 98101, USA",47.41580829999999,-122.2976023,98101.0,12
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4259492,-122.2970961,98101.0,12
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4264267,-122.2975981,98101.0,13
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4327209,-122.2976565,98101.0,10
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4354746,-122.2971112,98101.0,12
"1525 1st Ave #16, Seattle, WA 98101, USA",47.435593,-122.2930078,98101.0,11
"1525 1st Ave #16, Seattle, WA 98101, USA",47.43707879999999,-122.2873835,98101.0,11
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4376435,-122.2962187,98101.0,12
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4403712,-122.2952919,98101.0,13
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4405843,-122.2975586,98101.0,9
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4428844,-122.2273761,98101.0,14
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4433003,-122.3016004,98101.0,10
"1525 1st Ave #16, Seattle, WA 98101, USA",47.443304,-122.3016038,98101.0,10
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4439855,-122.3015436,98101.0,10
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4443233,-122.2953966,98101.0,11
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4444704,-122.2913078,98101.0,13
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4497289,-122.2994585,98101.0,12
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4513278,-122.2950592,98101.0,12
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4525436,-122.2952177,98101.0,12
"1525 1st Ave #16, Seattle, WA 98101, USA",47.45460449999999,-122.2608914,98101.0,13
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4591696,-122.2438739,98101.0,22
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4599124,-122.2442464,98101.0,11
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4611988,-122.2930335,98101.0,13
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4614066,-122.2944368,98101.0,12
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4633319,-122.2195008,98101.0,17
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4640222,-122.219629,98101.0,17
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4664023,-122.2278931,98101.0,13
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4697088,-122.2501747,98101.0,10
"1525 1st Ave #16, Seattle, WA 98101, USA",47.4762067,-122.3601899,98101.0,15
"1525 1st Ave #16, Seattle, WA 98101, USA",47.5105715,-122.4638304,98101.0,19
"1525 1st Ave #16, Seattle, WA 98101, USA",47.5232049,-122.3946736,98101.0,17
"1525 1st Ave #16, Seattle, WA 98101, USA",47.5305591,-122.3930585,98101.0,17
"1525 1st Ave #16, Seattle, WA 98101, USA",47.5446318,-122.3729932,98101.0,20
"1525 1st Ave #16, Seattle, WA 98101, USA",47.5502397,-122.2648912,98101.0,11
"1525 1st Ave #16, Seattle, WA 98101, USA",47.5603911,-122.3868125,98101.0,15
"1525 1st Ave #16, Seattle, WA 98101, USA",47.6115574,-122.3394852,98101.0,6
"1525 1st Ave #16, Seattle, WA 98101, USA",47.6133905,-122.3385834,98101.0,4
"1525 1st Ave #16, Seattle, WA 98101, USA",47.6152302,-122.3240483,98101.0,9
"1525 1st Ave #16, Seattle, WA 98101, USA",47.6178634,-122.3302899,98101.0,7
"1525 1st Ave #16, Seattle, WA 98101, USA",47.620425,-122.3424033,98101.0,8
"1525 1st Ave #16, Seattle, WA 98101, USA",47.6276776,-122.3400242,98101.0,5
"1525 1st Ave #16, Seattle, WA 98101, USA",47.66293820000001,-122.3746329,98101.0,9
"1525 1st Ave #16, Seattle, WA 98101, USA",47.6642522,-122.2988579,98101.0,12
"1525 1st Ave #16, Seattle, WA 98101, USA",47.7291438,-122.3444478,98101.0,12
"1550 N 115th St, Seattle, WA 98133, USA",47.44826279999999,-122.2984349,98133.0,13
"1550 N 115th St, Seattle, WA 98133, USA",47.6152935,-122.3339057,98133.0,14
"1550 N 115th St, Seattle, WA 98133, USA",47.62511800000001,-122.3488961,98133.0,13
"1550 N 115th St, Seattle, WA 98133, USA",47.6288578,-122.3423083,98133.0,13
"15920 W Valley Hwy, Seattle, WA 98188, USA",46.8709564,-122.9705306,98188.0,9
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.0269775,-122.9125727,98188.0,18
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.2386528,-122.4274866,98188.0,11
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.239863,-122.4119304,98188.0,12
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.2711722,-122.3146352,98188.0,12
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.3159236,-122.3000278,98188.0,11
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.41580829999999,-122.2976023,98188.0,12
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.4264267,-122.2975981,98188.0,13
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.4327209,-122.2976565,98188.0,11
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.4354746,-122.2971112,98188.0,12
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.43707879999999,-122.2873835,98188.0,11
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.4376435,-122.2962187,98188.0,12
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.4403712,-122.2952919,98188.0,13
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.4433003,-122.3016004,98188.0,9
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.4525436,-122.2952177,98188.0,11
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.4591696,-122.2438739,98188.0,8
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.4614066,-122.2944368,98188.0,11
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.4633319,-122.2195008,98188.0,11
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.4640222,-122.219629,98188.0,11
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.5105715,-122.4638304,98188.0,21
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.5232049,-122.3946736,98188.0,19
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.6115574,-122.3394852,98188.0,12
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.6133905,-122.3385834,98188.0,12
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.620425,-122.3424033,98188.0,9
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.6276776,-122.3400242,98188.0,9
"15920 W Valley Hwy, Seattle, WA 98188, USA",47.7291438,-122.3444478,98188.0,14
"1600 Pike Pl, Seattle, WA 98101, USA",47.435593,-122.2930078,98101.0,12
"1600 Pike Pl, Seattle, WA 98101, USA",47.4443233,-122.2953966,98101.0,12
"1600 Pike Pl, Seattle, WA 98101, USA",47.4444704,-122.2913078,98101.0,14
"1600 Pike Pl, Seattle, WA 98101, USA",47.6023223,-122.3378325,98101.0,7
"1600 Pike Pl, Seattle, WA 98101, USA",47.603618,-122.3321673,98101.0,5
"1600 Pike Pl, Seattle, WA 98101, USA",47.6049169,-122.3364675,98101.0,3
"1600 Pike Pl, Seattle, WA 98101, USA",47.60690719999999,-122.3305959,98101.0,5
"1600 Pike Pl, Seattle, WA 98101, USA",47.60691980000001,-122.3321354,98101.0,5
"1600 Pike Pl, Seattle, WA 98101, USA",47.6071107,-122.3338507,98101.0,5
"1600 Pike Pl, Seattle, WA 98101, USA",47.607654,-122.3338695,98101.0,6
"1600 Pike Pl, Seattle, WA 98101, USA",47.6076645,-122.339495,98101.0,4
"1600 Pike Pl, Seattle, WA 98101, USA",47.60768359999999,-122.3389921,98101.0,3
"1600 Pike Pl, Seattle, WA 98101, USA",47.6083417,-122.3322536,98101.0,6
"1600 Pike Pl, Seattle, WA 98101, USA",47.6100971,-122.3350631,98101.0,5
"1600 Pike Pl, Seattle, WA 98101, USA",47.6106084,-122.3339786,98101.0,5
"1600 Pike Pl, Seattle, WA 98101, USA",47.61095160000001,-122.3473434,98101.0,8
"1600 Pike Pl, Seattle, WA 98101, USA",47.6119853,-122.333716,98101.0,6
"1600 Pike Pl, Seattle, WA 98101, USA",47.6135347,-122.3388299,98101.0,5
"1600 Pike Pl, Seattle, WA 98101, USA",47.6136335,-122.3410064,98101.0,5
"1600 Pike Pl, Seattle, WA 98101, USA",47.6180792,-122.3375439,98101.0,9
"1600 Pike Pl, Seattle, WA 98101, USA",47.6185886,-122.3509134,98101.0,5
"1600 Pike Pl, Seattle, WA 98101, USA",47.62017119999999,-122.3492968,98101.0,5
"1600 Pike Pl, Seattle, WA 98101, USA",47.6251322,-122.3449769,98101.0,7
"1601 3rd Ave, Seattle, WA 98101, USA",47.3159236,-122.3000278,98101.0,13
"1601 3rd Ave, Seattle, WA 98101, USA",47.4327209,-122.2976565,98101.0,13
"16038 W Valley Hwy, Tukwila, WA 98188, USA",47.239863,-122.4119304,98188.0,13
"16038 W Valley Hwy, Tukwila, WA 98188, USA",47.3159236,-122.3000278,98188.0,24
"16038 W Valley Hwy, Tukwila, WA 98188, USA",47.41580829999999,-122.2976023,98188.0,13
"16038 W Valley Hwy, Tukwila, WA 98188, USA",47.4264267,-122.2975981,98188.0,14
"16038 W Valley Hwy, Tukwila, WA 98188, USA",47.4327209,-122.2976565,98188.0,24
"16038 W Valley Hwy, Tukwila, WA 98188, USA",47.4354746,-122.2971112,98188.0,13
"16038 W Valley Hwy, Tukwila, WA 98188, USA",47.4633319,-122.2195008,98188.0,12
"1635 8th Ave, Seattle, WA 98101, USA",47.4443233,-122.2953966,98101.0,10
"1635 8th Ave, Seattle, WA 98101, USA",47.4444704,-122.2913078,98101.0,12
"1635 8th Ave, Seattle, WA 98101, USA",47.603618,-122.3321673,98101.0,9
"1635 8th Ave, Seattle, WA 98101, USA",47.6049169,-122.3364675,98101.0,7
"1635 8th Ave, Seattle, WA 98101, USA",47.6071107,-122.3338507,98101.0,10
"1635 8th Ave, Seattle, WA 98101, USA",47.6076645,-122.339495,98101.0,6
"1635 8th Ave, Seattle, WA 98101, USA",47.6083417,-122.3322536,98101.0,8
"1635 8th Ave, Seattle, WA 98101, USA",47.6100971,-122.3350631,98101.0,4
"1635 8th Ave, Seattle, WA 98101, USA",47.61095160000001,-122.3473434,98101.0,8
"1635 8th Ave, Seattle, WA 98101, USA",47.6119853,-122.333716,98101.0,4
"1635 8th Ave, Seattle, WA 98101, USA",47.6136335,-122.3410064,98101.0,5
"1635 8th Ave, Seattle, WA 98101, USA",47.6180792,-122.3375439,98101.0,7
"1635 8th Ave, Seattle, WA 98101, USA",47.62017119999999,-122.3492968,98101.0,7
"1635 8th Ave, Seattle, WA 98101, USA",47.6251322,-122.3449769,98101.0,9
"16500 Southcenter Pkwy, Seattle, WA 98188, USA",46.8709564,-122.9705306,98188.0,9
